104,0.34264
105,0.0532897
106,0.22748
107,0.825562
108,0.357442
109,0.307217
110,0.724698
111,0.343647
112,1.34208
113,0.934879
114,0.1368
115,0.147003
116,0.445325
117,0.895963
118,1.00266
119,0.160131
120,0.22008
121,0.182064
122,1.28805
123,0.399915
124,0.373837
125,0.261054
126,0.259498
127,0.307217
128,0.967405
129,0.677113
130,0.79191
131,0.370607
132,0.35997
133,1.93613
134,1.18656
135,0.781044
136,0.819603
137,0.709678
138,0.711674
139,0.19719
140,0.199397
141,0.464403
142,0.920497
143,0.761128
144,0.765246
145,0.958474
146,1.12626
147,0.176551
148,0.220416
149,0.210999
150,0.16243
151,0.152078
152,0.0564633
153,0.0625295
154,0.210857
155,0.453091
156,1.03481
157,1.2466
158,0.18595
159,0.317457
160,0.407623
161,0.38903
162,0.392197
163,0.526382
164,0.531635
165,0.154359
166,0.149889
167,0.169306
168,0.368324
169,0.351752
170,0.832592
171,0.655533
172,0.638628
173,0.508184
174,0.584175
175,0.262946
176,0.476806
177,0.640885
178,0.150822
179,0.825562
180,0.957068
181,0.884382
